1757,Milorad Cavic,Swimming
1758,Lara Davenport,Swimming
1759,Dave Davies,Swimming
1760,Ash Delaney,Swimming
1761,Nick Ffrost,Swimming
1762,Alessia Filippi,Swimming
1763,Lotte Friis,Swimming
1764,Mark Gangloff,Swimming
1765,Lara Ilchenko,Swimming
1766,Sara Isakovic,Swimming
1767,Jo Jackson,Swimming
1768,Larsen Jensen,Swimming
1769,Mirna Jukic,Swimming
1770,Liu Zige,Swimming
1771,Linda MacKenzie,Swimming
1772,Christine Marshall,Swimming
1773,Junichi Miyashita,Swimming
1774,Reiko Nakamura,Swimming
1775,Sara Nordenstam,Swimming
1776,Lacey Nymeyer,Swimming
1777,Alexander Dale Oen,Swimming
1778,Kirk Palmer,Swimming
1779,Cassie Patten,Swimming
1780,Keri-Anne Payne,Swimming
1781,Federica Pellegrini,Swimming
1782,Mikhail Polishchuk,Swimming
1783,Hisayoshi Sato,Swimming
1784,Emily Silver,Swimming
1785,Boris Steimetz,Swimming
1786,Aleksandr Sukhorukov,Swimming
1787,Sun Ye,Swimming
1788,Tan Miao,Swimming
1789,Tang Jingzhi,Swimming
1790,Maarten van der Weijden,Swimming
1791,Manon van Rooijen,Swimming
1792,Kim Vandenberg,Swimming
1793,Erik Vendt,Swimming
1794,Dave Walters,Swimming
1795,Tarnee White,Swimming
1796,Ben Wildman-Tobriner,Swimming
1797,Xu Tianlongzi,Swimming
1798,Yang Yu,Swimming
1799,Zhang Lin,Swimming
1800,Zhao Jing,Swimming
1801,Zhou Yafei,Swimming
1802,Zhu Qianwei,Swimming
1803,Georgina Bardach,Swimming
1804,George Bovell,Swimming
1805,Emiliano Brembilla,Swimming
1806,Federico Cappellazzo,Swimming
1807,Simone Cercato,Swimming
1808,Lars Conrad,Swimming
1809,Haley Cope,Swimming
1810,Ritz Correia,Swimming
1811,Petra Dallmann,Swimming
1812,Duje Draganja,Swimming
1813,Steffen Driesen,Swimming
1814,Nate Dusing,Swimming
1815,Lyndon Ferns,Swimming
1816,Solenne Figuès,Swimming
1817,Razvan Florea,Swimming
1818,Scott Goldblatt,Swimming
1819,Daniela Götz,Swimming
1820,Janina-Kristin Götz,Swimming
1821,Chantal Groot,Swimming
1822,Sara Harstick,Swimming
1823,Rhi Jeffrey,Swimming
1824,Johan Kenkhuis,Swimming
1825,Dan Ketchum,Swimming
1826,Tara Kirk,Swimming
1827,Stanislava Komarova,Swimming
1828,Annabel Kosten,Swimming
1829,Jens Kruppa,Swimming
1830,Colleen Lanne,Swimming
1831,Li Ji,Swimming
1832,Luo Xuejuan,Swimming
1833,Filippo Magnini,Swimming
1834,Antony Matkovich,Swimming
1835,Helge Meeuw,Swimming
1836,Malia Metella,Swimming
1837,Yuko Nakanishi,Swimming
1838,Ryk Neethling,Swimming
1839,Yoshihiro Okumura,Swimming
1840,Steve Parry,Swimming
1841,Matteo Pelliciari,Swimming
1842,Carly Piper,Swimming
1843,Sarah Poewe,Swimming
1844,Anne Poleska,Swimming
1845,Camelia Potec,Swimming
1846,Thomas Rupprath,Swimming
1847,Sarah Ryan,Swimming
1848,Andriy Serdinov,Swimming
1849,Ai Shibata,Swimming
1850,Nicholas Sprenger,Swimming
1851,Craig Stevens,Swimming
1852,Hannah Stockbauer,Swimming
1853,Darian Townsend,Swimming
1854,Mark Veens,Swimming
1855,Gabe Woodward,Swimming
1856,Xu Yanwei,Swimming
1857,Mitja Zastrow,Swimming
1858,Zhu Yingwen,Swimming
1859,Klaas-Erik Zwering,Swimming
1860,Sam Arsenault,Swimming
1861,B. J. Bedford,Swimming
1862,Kim Black,Swimming
1863,Gustavo Borges,Swimming
1864,Dyana Calub,Swimming
1865,Chad Carvin,Swimming
1866,Meike Freitag,Swimming
1867,Lars Frölander,Swimming
1868,Chris Fydler,Swimming
1869,Elka Graham,Swimming
1870,Tommy Hannan,Swimming
1871,Regan Harrison,Swimming
1872,Thamar Henneken,Swimming
1873,Penny Heyns,Swimming
1874,Misty Hyman,Swimming
1875,Carlos Jayme,Swimming
1876,Louise Jöhncke,Swimming
1877,Anna-Karin Kammerling,Swimming
1878,Kerstin Kielgaß,Swimming
1879,Bill Kirby,Swimming
1880,Ágnes Kovács,Swimming
1881,Kristy Kowal,Swimming
1882,Daniel Kowalski,Swimming
1883,Josefin Lillhage,Swimming
1884,Tom Malchow,Swimming
1885,Roxana Maracineanu,Swimming
1886,Sumika Minamoto,Swimming
1887,Ryan Mitchell,Swimming
1888,Curtis Myden,Swimming
1889,Miki Nakao,Swimming
1890,Justin Norris,Swimming
1891,Junko Onishi,Swimming
1892,Terence Parkin,Swimming
1893,Kieren Perkins,Swimming
1894,Erin Phenix,Swimming
1895,Aleksandr Popov,Swimming
1896,Jamie Rauch,Swimming
1897,Davide Rummolo,Swimming
1898,Xuxa Scherer,Swimming
1899,Edvaldo Silva Filho,Swimming
1900,Johanna Sjöberg,Swimming
1901,Roman Sludnov,Swimming
1902,Torsten Spanneberg,Swimming
1903,Staciana Stitts,Swimming
1904,Julia Stowers,Swimming
1905,Malin Svahnström,Swimming
1906,Denys Sylantiev,Swimming
1907,Yasuko Tajima,Swimming
1908,Masami Tanaka,Swimming
1909,Cristina Teuscher,Swimming
1910,Chris Thompson,Swimming
1911,Kirsten Thomson,Swimming
1912,Scott Tucker,Swimming
1913,Mark van der Zijden,Swimming
1914,Jacinta Van Lint,Swimming
1915,Wilma van Rijn-van Hofwegen,Swimming
1916,Josh Watson,Swimming
1917,Tom Wilkens,Swimming
1918,Marcel Wouda,Swimming
1919,Nina Zhivanevskaya,Swimming
1920,Martijn Zuijdweg,Swimming
1921,Guillaume Bastille,Short-Track Speed Skating
1922,Allison Baver,Short-Track Speed Skating
1923,Simon Cho,Short-Track Speed Skating
1924,Kimberly Derrick,Short-Track Speed Skating
1925,Aly Dudek,Short-Track Speed Skating
1926,Arianna Fontana,Short-Track Speed Skating
1927,Lana Gehring,Short-Track Speed Skating
1928,Jessica Gregg,Short-Track Speed Skating
1929,Gwak Yun-Gi,Short-Track Speed Skating
1930,François Hamelin,Short-Track Speed Skating
1931,Travis Jayner,Short-Track Speed Skating
1932,Olivier Jean,Short-Track Speed Skating
1933,Kim Seong-Il,Short-Track Speed Skating
1934,Lee Eun-Byeol,Short-Track Speed Skating
1935,Jordan Malone,Short-Track Speed Skating
1936,Kalyna Roberge,Short-Track Speed Skating
1937,Sun Linlin,Short-Track Speed Skating
1938,Tania Vicent,Short-Track Speed Skating
1939,Zhang Hui,Short-Track Speed Skating
1940,Éric Bédard,Short-Track Speed Skating
1941,Byeon Cheon-Sa,Short-Track Speed Skating
1942,Marta Capurso,Short-Track Speed Skating
1943,Gang Yun-Mi,Short-Track Speed Skating
1944,Alex Izykowski,Short-Track Speed Skating
1945,Jeon Da-Hye,Short-Track Speed Skating
1946,J. P. Kepka,Short-Track Speed Skating
1947,Alanna Kraus,Short-Track Speed Skating
1948,O Se-Jong,Short-Track Speed Skating
1949,Amanda Overland,Short-Track Speed Skating
1950,Seo Ho-Jin,Short-Track Speed Skating
1951,Rusty Smith,Short-Track Speed Skating
1952,Song Seog-U,Short-Track Speed Skating
1953,Katia Zini,Short-Track Speed Skating
1954,Mara Zini,Short-Track Speed Skating
1955,An Yulong,Short-Track Speed Skating
1956,Michele Antonioli,Short-Track Speed Skating
1957,Steven Bradbury,Short-Track Speed Skating
1958,Maurizio Carnino,Short-Track Speed Skating
1959,Fabio Carta,Short-Track Speed Skating
1960,Isabelle Charest,Short-Track Speed Skating
1961,Choi Min-Kyung,Short-Track Speed Skating
1962,Marie-Eve Drolet,Short-Track Speed Skating
1963,Feng Kai,Short-Track Speed Skating
1964,Nicola Franceschina,Short-Track Speed Skating
1965,Amélie Goulet-Nadon,Short-Track Speed Skating
1966,Guo Wei,Short-Track Speed Skating
1967,Ju Min-Jin,Short-Track Speed Skating
1968,Li Ye,Short-Track Speed Skating
1969,Park Hye-Won,Short-Track Speed Skating
1970,Nicola Rodigari,Short-Track Speed Skating
1971,Sun Dandan,Short-Track Speed Skating
1972,Daniela Anschütz-Thoms,Speed Skating
1973,Jan Blokhuijsen,Speed Skating
1974,Håvard Bøkko,Speed Skating
1975,Bob de Jong,Speed Skating
1976,Annette Gerritsen,Speed Skating
1977,Mathieu Giroux,Speed Skating
1978,Brian Hansen,Speed Skating
1979,Masako Hozumi,Speed Skating
1980,Joji Kato,Speed Skating
1981,Nao Kodaira,Speed Skating
1982,Jonathan Kuck,Speed Skating
1983,Simon Kuipers,Speed Skating
1984,Lee Sang-Hwa,Speed Skating
1985,Lucas Makowsky,Speed Skating
1986,Trevor Marsicano,Speed Skating
1987,Katrin Mattscherodt,Speed Skating
1988,Denny Morrison,Speed Skating
1989,Keiichiro Nagashima,Speed Skating
1990,Christine Nesbitt,Speed Skating
1991,Maki Tabata,Speed Skating
1992,Laurine van Riessen,Speed Skating
1993,Wang Beixing,Speed Skating
1994,Katarzyna Wójcicka-Bachleda-Curus,Speed Skating
1995,Jenny Wolf,Speed Skating
1996,Katarzyna Wozniak,Speed Skating
1997,Luiza Zlotkowska,Speed Skating
1998,Yekaterina Abramova,Speed Skating
1999,Matteo Anesi,Speed Skating
2000,Varvara Barysheva,Speed Skating
2001,Svetlana Boyarkina-Zhurova,Speed Skating
2002,Arne Dankers,Speed Skating
2003,Stefano Donagrandi,Speed Skating
2004,Dmitry Dorofeyev,Speed Skating
2005,Steven Elm,Speed Skating
2006,Renate Groenewold,Speed Skating
2007,Lee Gang-Seok,Speed Skating
2008,Galina Likhachova,Speed Skating
2009,Yekaterina Lobysheva,Speed Skating
2010,Lucille Opitz,Speed Skating
2011,Jason Parker,Speed Skating
2012,Shannon Rempel,Speed Skating
2013,Ren Hui,Speed Skating
2014,Rintje Ritsma,Speed Skating
2015,Ippolito Sanfratello,Speed Skating
2016,Marianne Timmer,Speed Skating
2017,Svetlana Vysokova,Speed Skating
2018,Wang Manli,Speed Skating
2019,Justin Warsylewicz,Speed Skating
2020,Jens Boden,Speed Skating
2021,Jan Bos,Speed Skating
2022,Kip Carpenter,Speed Skating
2023,Casey FitzRandolph,Speed Skating
2024,Monique Garbrecht-Enfeldt,Speed Skating
2025,Catriona Le May Doan,Speed Skating
2026,Gianni Romme,Speed Skating
2027,Hiroyasu Shimizu,Speed Skating
2028,Gretha Smit,Speed Skating
2029,Lasse Sætre,Speed Skating
2030,Ådne Søndrål,Speed Skating
2031,Gerard van Velde,Speed Skating
2032,Chris Witty,Speed Skating
2033,Monica Abbott,Softball
2034,Sandy Allen-Lewis,Softball
2035,Laura Berg,Softball
2036,Jodie Bowering,Softball
2037,Crystl Bustos,Softball
2038,Kylie Cronk,Softball
2039,Andrea Duran,Softball
2040,Naho Emoto,Softball
2041,Jennie Finch,Softball
2042,Tairia Flowers,Softball
2043,Motoko Fujimoto,Softball
2044,Vicky Galindo,Softball
2045,Kelly Hardie,Softball
2046,Tanya Harding,Softball
2047,Megu Hirose,Softball
2048,Emi Inui,Softball
2049,Sachiko Ito,Softball
2050,Lovie Jung,Softball
2051,Ayumi Karino,Softball
2052,Kelly Kretschman,Softball
2053,Lauren Lappin,Softball
2054,Caitlin Lowe,Softball
2055,Satoko Mabuchi,Softball
2056,Jessica Mendoza,Softball
2057,Yukiyo Mine,Softball
2058,Masumi Mishina,Softball
2059,Simmone Morrow,Softball
2060,Tracey Mosley,Softball
2061,Rei Nishiyama,Softball
2062,Stacey Nuveman,Softball
2063,Cat Osterman,Softball
2064,Stacey Porter,Softball
2065,Melanie Roche,Softball
2066,Hiroko Sakai,Softball
2067,Rie Sato,Softball
2068,Justine Smethurst,Softball
2069,Mika Someya,Softball
2070,Danielle Stewart,Softball
2071,Natalie Titcume,Softball
2072,Yukiko Ueno,Softball
2073,Natalie Ward,Softball
2074,Natasha Watley,Softball
2075,Belinda Wright,Softball
2076,Kerry Wyborn,Softball
2077,Eri Yamada,Softball
2078,Marissa Carpadios,Softball
2079,Amanda Doman,Softball
2080,Peta Edebone,Softball
2081,Lisa Fernandez,Softball
2082,Amanda Freed,Softball
2083,Fiona Hanes-Crawford,Softball
2084,Lori Harrigan,Softball
2085,Natalie Hodgskin,Softball
2086,Kazue Ito,Softball
2087,Yumi Iwabuchi,Softball
2088,Emi Naito,Softball
2089,Leah O'Brien-Amico,Softball
2090,Haruka Saito,Softball
2091,Naoko Sakamoto,Softball
2092,Yuki Sato,Softball
2093,Juri Takayama,Softball
2094,Jenny Topping,Softball
2095,Reika Utsugi,Softball
2096,Brooke Wilkins,Softball
2097,Noriko Yamaji,Softball
2098,Christie Ambrosi,Softball
2099,Misako Ando,Softball
2100,Jo Brown,Softball
2101,Jennifer Brundage,Softball
2102,Sheila Cornell-Douty,Softball
2103,Kerry Dienelt,Softball
2104,Sue Fairhurst,Softball
2105,Selina Follas,Softball
2106,Yumiko Fujii,Softball
2107,Danielle Henderson,Softball
2108,Taeko Ishikawa,Softball
2109,Yoshimi Kobayashi,Softball
2110,Shiori Koseki,Softball
2111,Mariko Masubuchi,Softball
2112,Naomi Matsumoto,Softball
2113,Sally McDermid-McCreedy,Softball
2114,Jennifer McFalls,Softball
2115,Dot Richardson,Softball
2116,Michele Smith,Softball
2117,Hiroko Tamoto,Softball
2118,Michelle Venturella,Softball
2119,Christa Williams,Softball
2120,Miyo Yamada,Softball
2121,Jasey-Jay Anderson,Snowboarding
2122,Déborah Anthonioz,Snowboarding
2123,Mathieu Bozzetto,Snowboarding
2124,Torah Bright,Snowboarding
2125,Kelly Clark,Snowboarding
2126,Yekaterina Ilyukhina,Snowboarding
2127,Benjamin Karl,Snowboarding
2128,Marion Kreiner,Snowboarding
2129,Scotty Lago,Snowboarding
2130,Olivia Nobs,Snowboarding
2131,Peetu Piiroinen,Snowboarding
2132,Tony Ramoin,Snowboarding
2133,Maëlle Ricker,Snowboarding
2134,Mike Robertson,Snowboarding
2135,Nicolien Sauerbreij,Snowboarding
2136,Hannah Teter,Snowboarding
2137,Seth Wescott,Snowboarding
2138,Shaun White,Snowboarding
2139,Gretchen Bleiler,Snowboarding
2140,Kjersti Buaas,Snowboarding
2141,Paul-Henri De Le Rue,Snowboarding
2142,Rosey Fletcher,Snowboarding
2143,Tanja Frieden,Snowboarding
2144,Sigi Grabner,Snowboarding
2145,Lindsey Jacobellis,Snowboarding
2146,Danny Kass,Snowboarding
2147,Amelie Kober,Snowboarding
2148,Markku Koski,Snowboarding
2149,Dominique Maltais,Snowboarding
2150,Daniela Meuli,Snowboarding
2151,Philipp Schoch,Snowboarding
2152,Simon Schoch,Snowboarding
2153,Radoslav Židek,Snowboarding
2154,Isabelle Blanc,Snowboarding
2155,Chris Klug,Snowboarding
2156,Ross Powers,Snowboarding
2157,Fabienne Reuteler,Snowboarding
2158,Richard Richardsson,Snowboarding
2159,Karine Ruby,Snowboarding
2160,JJ Thomas,Snowboarding
2161,Lidia Trettel,Snowboarding
2162,Doriane Vidal,Snowboarding
2163,Anders Bardal,Ski Jumping
2164,Johan Remen Evensen,Ski Jumping
2165,Tom Hilde,Ski Jumping
2166,Anders Jacobsen,Ski Jumping
2167,Wolfgang Loitzl,Ski Jumping
2168,Michael Neumayer,Ski Jumping
2169,Martin Schmitt,Ski Jumping
2170,Michael Uhrmann,Ski Jumping
2171,Andreas Wank,Ski Jumping
2172,Janne Ahonen,Ski Jumping
2173,Janne Happonen,Ski Jumping
2174,Tommy Ingebrigtsen,Ski Jumping
2175,Tami Kiuru,Ski Jumping
2176,Martin Koch,Ski Jumping
2177,Bjørn Einar Romøren,Ski Jumping
2178,Andreas Widhölzl,Ski Jumping
2179,Damjan Fras,Ski Jumping
2180,Stephan Hocke,Ski Jumping
2181,Risto Jussilainen,Ski Jumping
2182,Robert Kranjec,Ski Jumping
2183,Veli-Matti Lindström,Ski Jumping
2184,Primož Peterka,Ski Jumping
2185,Peter Žonta,Ski Jumping
2186,Martins Dukurs,Skeleton
2187,Anja Huber,Skeleton
2188,Jon Montgomery,Skeleton
2189,Kerstin Szymkowiak,Skeleton
2190,Aleksandr Tretyakov,Skeleton
2191,Amy Williams,Skeleton
2192,Duff Gibson,Skeleton
2193,Mellisa Hollingsworth-Richards,Skeleton
2194,Jeff Pain,Skeleton
2195,Maya Pedersen,Skeleton
2196,Shelley Rudman,Skeleton
2197,Gregor Stähli,Skeleton
2198,Alex Coomber,Skeleton
2199,Tristan Gale,Skeleton
2200,Lea Ann Parsley,Skeleton
2201,Martin Rettl,Skeleton
2202,Jim Shea Jr.,Skeleton
2203,Nasser Al-Attiya,Shooting
2204,Fehaid Al-Deehani,Shooting
2205,Danka Barteková,Shooting
2206,Jamie Beyerle-Gray,Shooting
2207,Sylwia Bogacka,Shooting
2208,Giovanni Cernogoraz,Shooting
2209,Chen Ying,Shooting
2210,Choi Yeong-Rae,Shooting
2211,Lionel Cox,Shooting
2212,Håkan Dahlby,Shooting
2213,Rajmond Debevec,Shooting
2214,Ding Feng,Shooting
2215,Matt Emmons,Shooting
2216,Massimo Fabbrizi,Shooting
2217,Celine Goberville,Shooting
2218,Anders Golding,Shooting
2219,Guo Wenjun,Shooting
2220,Vincent Hancock,Shooting
2221,Kim Jang-Mi,Shooting
2222,Kim Jong-Hyeon,Shooting
2223,Vijay Kumar,Shooting
2224,Ivana Maksimovic,Shooting
2225,Sergey Martynov,Shooting
2226,Alin Moldoveanu,Shooting
2227,Vasily Mosin,Shooting
2228,Gagan Narang,Shooting
2229,Leuris Pupo,Shooting
2230,Delphine Racinet-Reau,Shooting
2231,Kim Rhode,Shooting
2232,Jessica Rossi,Shooting
2233,Zuzana Štefeceková,Shooting
2234,Adéla Sýkorová,Shooting
2235,Luca Tesconi,Shooting
2236,Wang Zhiwei,Shooting
2237,Wei Ning,Shooting
2238,Peter Wilson,Shooting
2239,Yi Siling,Shooting
2240,Yu Dan,Shooting
2241,Andrija Zlatic,Shooting
2242,Artur Aivazian,Shooting
2243,Aleksey Alipov,Shooting
2244,Abhinav Bindra,Shooting
2245,Christine Brinker-Wenzel,Shooting
2246,Tore Brovold,Shooting
2247,Chiara Cainero,Shooting
2248,Corey Cogdell,Shooting
2249,Eglis Yaima Cruz,Shooting
2250,Francesco D'Aniello,Shooting
2251,Munkhbayar Dorjsuren,Shooting
2252,Du Li,Shooting
2253,Glenn Eller,Shooting
2254,Henri Häkkinen,Shooting
2255,Hu Binyuan,Shooting
2256,Vladimir Isakov,Shooting
2257,David Kostelecký,Shooting
2258,Satu Mäkelä-Nummela,Shooting
2259,Otryadyn Gündegmaa,Shooting
2260,Nataliya Paderina,Shooting
2261,Pang Wei,Shooting
2262,Snježana Pejcic,Shooting
2263,Giovanni Pellielo,Shooting
2264,Oleksandr Petriv,Shooting
2265,Warren Potent,Shooting
2266,Qiu Jian,Shooting
2267,Christian Reitz,Shooting
2268,Nino Salukvadze,Shooting
2269,Ralf Schumann,Shooting
2270,Yuriy Sukhorukov,Shooting
2271,Tan Zongliang,Shooting
2272,Anthony Terras,Shooting
2273,Jason Turner,Shooting
2274,Zhu Qinan,Shooting
2275,Ahmed Al-Maktoum,Shooting
2276,Sergey Alifirenko,Shooting
2277,Michael Anti,Shooting
2278,Irad? Asumova,Shooting
2279,Suzy Balogh,Shooting
2280,Andrea Benelli,Shooting
2281,Aleksandr Blinov,Shooting
2282,Gao E,Shooting
2283,Jozef Gönci,Shooting
2284,Lenka Hyková-Marušková,Shooting
2285,Diána Igaly,Shooting
2286,Jia Zhanbo,Shooting
2287,Marko Kemppainen,Shooting
2288,Kim Jong-Su,Shooting
2289,Manfred Kurzer,Shooting
2290,Li Jie,Shooting
2291,Christian Lusch,Shooting
2292,Dmitry Lykin,Shooting
2293,Zemfira Meft?kh?tddinova,Shooting
2294,Christian Planer,Shooting
2295,Sergey Polyakov,Shooting
2296,María Quintanal,Shooting
2297,Rajyavardhan Rathore,Shooting
2298,Juan Miguel Rodríguez,Shooting
2299,Jasna Šekaric,Shooting
2300,Valentina Turisini,Shooting
2301,Adam Vella,Shooting
2302,Wang Chengyi,Shooting
2303,Wang Yifu,Shooting
2304,Wang Zheng,Shooting
2305,Yevgeny Aleynikov,Shooting
2306,Michel Ansermet,Shooting
2307,Cai Yalin,Shooting
2308,Michael Diamond,Shooting
2309,Franck Dumoulin,Shooting
2310,Svetlana Dyomina,Shooting
2311,Jonas Edman,Shooting
2312,Richard Faulds,Shooting
2313,Mariya Feklistova,Shooting
2314,Annemarie Forder,Shooting
2315,Gang Cho-Hyeon,Shooting
2316,Gao Jing,Shooting
2317,Deborah Gelisio,Shooting
2318,Tatyana Goldobina,Shooting
2319,Todd Graves,Shooting
2320,Torben Grimmel,Shooting
2321,Daina Gudzineviciute,Shooting
2322,Pia Hansen,Shooting
2323,Juha Hirvi,Shooting
2324,Artyom Khadzhibekov,Shooting
2325,Tanyu Kiryakov,Shooting
2326,Petr Málek,Shooting
2327,Russell Mark,Shooting
2328,Renata Mauer-Rózanska,Shooting
2329,Mykola Milchev,Shooting
2330,Lalita Milshina-Yauhleuskaya,Shooting
2331,Oleg Moldovan,Shooting
2332,Nancy Napolski-Johnson,Shooting
2333,Niu Zhiyuan,Shooting
2334,Ian Peel,Shooting
2335,Iulian Raicea,Shooting
2336,Harald Stenvaag,Shooting
2337,Martin Tenk,Shooting
2338,Yang Ling,Shooting
2339,Ben Ainslie,Sailing
2340,Marina Alabau,Sailing
2341,Jo Aleh,Sailing
2342,Mathew Belcher,Sailing
2343,Lobke Berkhout,Sailing
2344,Stuart Bithell,Sailing
2345,Marit Bouwmeester,Sailing
2346,Peter Burling,Sailing
2347,Lucas Calabrese,Sailing
2348,Saskia Clark,Sailing
2349,Nina Curtis,Sailing
2350,Juan de la Fuente,Sailing
2351,Nick Dempsey,Sailing
2352,Támara Echegoyen,Sailing
2353,Jonas Høgh Christensen,Sailing
2354,Iain Jensen,Sailing
2355,Silja Kanerva,Sailing
2356,Pavlos Kontides,Sailing
2357,Peter Lang,Sailing
2358,Silja Lehtinen,Sailing
2359,Jonathan Lobert,Sailing
2360,Fredrik Lööf,Sailing
2361,Przemyslaw Miarczynski,Sailing
2362,Hannah Mills,Sailing
2363,Rasmus Myrgren,Sailing
2364,Zofia Noceti-Klepacka,Sailing
2365,Allan Nørregaard,Sailing
2366,Nathan Outteridge,Sailing
2367,Malcolm Page,Sailing
2368,Luke Patience,Sailing
2369,Iain Percy,Sailing
2370,Tuuli Petäjä,Sailing
2371,Olivia Powrie,Sailing
2372,Bruno Prada,Sailing
2373,Olivia Price,Sailing
2374,Angela Pumariega,Sailing
2375,Max Salminen,Sailing
2376,Robert Scheidt,Sailing
2377,Andrew Simpson,Sailing
2378,Tom Slingsby,Sailing
2379,Sofia Toro,Sailing
2380,Blair Tuke,Sailing
2381,Evi Van Acker,Sailing
2382,Dorian van Rijsselberge,Sailing
2383,Lisa Westerhof,Sailing
2384,Lucinda Whitty,Sailing
2385,Mikaela Wulff,Sailing
2386,Xu Lijia,Sailing
2387,Glenn Ashby,Sailing
2388,Tom Ashley,Sailing
2389,Sarah Ayton,Sailing
2390,Olivier Bausset,Sailing
2391,Sofia Bekatorou,Sailing
2392,Annemieke Bes,Sailing
2393,Julien Bontemps,Sailing
2394,Marcelien Bos-de Koning,Sailing
2395,Darren Bundock,Sailing
2396,Nicolas Charbonnier,Sailing
2397,Fernando Echavarri,Sailing
2398,Anders Ekström,Sailing
2399,Carlos Espínola,Sailing
2400,Xavier Fernández,Sailing
2401,Guillaume Florent,Sailing
2402,Joe Glanfield,Sailing
2403,Paul Goodison,Sailing
2404,Martin Kirketerp,Sailing
2405,Virginia Kravarioti,Sailing
2406,Santiago Lange,Sailing
2407,Iker Martínez,Sailing
2408,Mandy Mulder,Sailing
2409,Fernanda Oliveira,Sailing
2410,Sofia Papadopoulou,Sailing
2411,Tessa Parkinson,Sailing
2412,Antón Paz,Sailing
2413,Hannes Peckolt,Sailing
2414,Jan Peter Peckolt,Sailing
2415,Zach Railey,Sailing
2416,Elise Rechichi,Sailing
2417,Nick Rogers,Sailing
2418,Diego Romero,Sailing
2419,Alessandra Sensini,Sailing
2420,Bryony Shaw,Sailing
2421,Isabel Swan,Sailing
2422,Anna Tunnicliffe,Sailing
2423,Gintare Volungeviciute-Scheidt,Sailing
2424,Jonas Warrer,Sailing
2425,Sarah Webb,Sailing
2426,Nathan Wilmot,Sailing
2427,Pippa Wilson,Sailing
2428,Merel Witteveen,Sailing
2429,Yin Jian,Sailing
2430,Vasilij Žbogar,Sailing
2431,Shahar Zubari,Sailing
2432,Sandra Azón,Sailing
2433,Kevin Burnham,Sailing
2434,Chris Draper,Sailing
2435,Marcelo Ferreira,Sailing
2436,Paul Foerster,Sailing
2437,Gal Fridman,Sailing
2438,Andreas Geritzer,Sailing
2439,Torben Grael,Sailing
2440,Roman Hagara,Sailing
2441,Simon Hiscocks,Sailing
2442,Dorte Jensen,Sailing
2443,Helle Jespersen,Sailing
2444,Nikos Kaklamanakis,Sailing
2445,Hanna Kalinina,Sailing
2446,Mateusz Kusznierewicz,Sailing
2447,Heorhiy Leonchuk,Sailing
2448,Signe Livbjerg,Sailing
2449,John Lovell,Sailing
2450,Rodion Luka,Sailing
2451,Ross MacDonald,Sailing
2452,Svitlana Matevusheva,Sailing
2453,Faustine Merret,Sailing
2454,Charlie Ogletree,Sailing
2455,Christina Otzen,Sailing
2456,Pascal Rambeau,Sailing
2457,Shirley Robertson,Sailing
2458,Xavier Rohart,Sailing
2459,Kazuto Seki,Sailing
2460,Lenka Šmídová,Sailing
2461,Hans-Peter Steinacher,Sailing
2462,Siren Sundby,Sailing
2463,Ruslana Taran,Sailing
2464,Kenjiro Todoroki,Sailing
2465,Therese Torgersson,Sailing
2466,Rafael Trujillo,Sailing
2467,Aimilia Tsoulfa,Sailing
2468,Natalia Vía Dufresne,Sailing
2469,Mike Wolfs,Sailing
2470,Vendela Zachrisson-Santén,Sailing
2471,Serena Amato,Sailing
2472,Jenny Armstrong,Sailing
2473,Gunnar Bahr,Sailing
2474,Jesper Bank,Sailing
2475,Ian Barker,Sailing
2476,Michael Blackburn,Sailing
2477,Henrik Blakskjær,Sailing
2478,Ingo Borkowski,Sailing
2479,Javier Conte,Sailing
2480,Mark Covell,Sailing
2481,Paul Davis,Sailing
2482,Luca Devoti,Sailing
2483,John Forbes,Sailing
2484,Roland Gäbler,Sailing
2485,Pease Glaser,Sailing
2486,JJ Isler,Sailing
2487,Thomas Jacobsen,Sailing
2488,Jyrki Järvi,Sailing
2489,Herman Horn Johannessen,Sailing
2490,Thomas Johanson,Sailing
2491,Barbara Kendall,Sailing
2492,Tom King,Sailing
2493,Magnus Liljedahl,Sailing
2494,Amelie Lux,Sailing
2495,Margriet Matthijsse,Sailing
2496,Aaron McIntosh,Sailing
2497,Charlie McKee,Sailing
2498,Jonathan McKee,Sailing
2499,Bob Merrick,Sailing
2500,Olena Pakholchyk,Sailing
2501,Mark Reynolds,Sailing
2502,Jochen Schümann,Sailing
2503,René Schwall,Sailing
2504,Christoph Sieber,Sailing
2505,Espen Stokkeland,Sailing
2506,Belinda Stowell,Sailing
2507,Mark Turnbull,Sailing
2508,Ian Walker,Sailing
2509,Chantal Achterberg,Rowing
2510,Filip Adamski,Rowing
2511,Carina Bär,Rowing
2512,Jacob Barsøe,Rowing
2513,Chris Bartley,Rowing
2514,Romano Battisti,Rowing
2515,Anna Bebington-Watkins,Rowing
2516,Claudia Belderbos,Rowing
2517,Gabe Bergen,Rowing
2518,Hamish Bond,Rowing
2519,Carline Bouw,Rowing
2520,Matthew Brittain,Rowing
2521,Jeremiah Brown,Rowing
2522,Ashley Brzozowicz,Rowing
2523,Andrew Byrnes,Rowing
2524,Erin Cafaro,Rowing
2525,Alan Campbell,Rowing
2526,Peter Chambers,Rowing
2527,Richard Chambers,Rowing
